Unnamed: 0,Unnamed: 1,IC Engine Test Report,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
-195,1.58,687.86,0,6.53,0.46,0,-0.76,197.5,0.06
-194,1.58,688.7,0.01,6.53,0.46,0,-1.56,198.65,0.06
-193,1.59,689.49,0.01,6.54,0.47,0,-1.15,199.92,0.06
-192,1.6,690.22,0,6.54,0.47,0,-0.44,200.55,0.05
-191,1.6,690.89,0,6.54,0.47,0,0.05,200.94,0.05
-190,1.6,691.5,0,6.54,0.47,0,0.08,200.95,0.05
-189,1.6,692.05,0,6.54,0.47,0,-0.41,201.27,0.05
-188,1.6,692.54,0,6.54,0.47,0,-0.97,201.82,0.05
-187,1.61,692.98,0.01,6.54,0.47,0,-1.48,202.74,0.05
-186,1.62,693.36,0.01,6.54,0.48,0,-1.18,203.86,0.05
-185,1.62,693.67,0,6.54,0.48,0,-0.82,204.39,0.05
-184,1.62,693.94,0,6.54,0.48,0,-0.27,205.04,0.05
-183,1.62,694.14,0,6.54,0.48,0,0.52,204.88,0.05
-182,1.62,694.28,0,6.54,0.48,0,0.74,204.56,0.05
-181,1.61,694.37,0,6.54,0.48,0,0.88,204.09,0.05
-180,1.61,694.4,0,6.54,0.48,0,0.36,203.57,0.05
-179,1.61,694.37,0,6.54,0.48,0,0.34,203.67,0.05
-178,1.61,694.28,0,6.54,0.47,0,0.24,203.12,0.05
-177,1.61,694.14,0,6.54,0.48,0,-0.4,203.31,0.05
-176,1.61,693.94,0,6.54,0.48,0,-0.68,203.47,0.05
-175,1.62,693.67,0,6.54,0.48,0,-0.4,203.94,0.05
-174,1.61,693.36,0,6.54,0.48,0,-0.06,203.74,0.05
-173,1.62,692.98,0,6.54,0.48,0,-0.69,203.77,0.05
-172,1.62,692.54,0,6.54,0.48,0,-1.04,204.25,0.05
-171,1.62,692.05,0,6.54,0.49,0,-0.64,204.66,0.05
-170,1.63,691.5,0,6.54,0.49,0,-0.09,204.63,0.05
-169,1.62,690.89,0,6.54,0.49,0,0.17,204.34,0.05
-168,1.62,690.22,0,6.54,0.48,0,-0.02,203.96,0.05
-167,1.62,689.49,0,6.54,0.49,0,-0.22,203.86,0.05
-166,1.62,688.7,0.01,6.53,0.49,0,-1.17,203.67,0.05
-165,1.63,687.86,0.01,6.53,0.49,0,-2.24,204.64,0.05
-164,1.64,686.95,0.01,6.53,0.5,0,-1.9,205.66,0.04
-163,1.65,685.99,0,6.53,0.5,0,-0.99,206.19,0.04
-162,1.65,684.96,0,6.53,0.5,0,-0.84,206.09,0.04
-161,1.66,683.87,0,6.53,0.51,0,-0.73,206.4,0.04
-160,1.66,682.73,0.01,6.53,0.51,0,-2.11,206.12,0.04
-159,1.68,681.52,0,6.52,0.52,0,-0.35,208.01,0.04
-158,1.66,680.25,-0.01,6.52,0.51,0,2.05,205.61,0.04
-157,1.66,678.93,0,6.52,0.5,0,0.79,204.62,0.04
-156,1.65,677.54,0.01,6.52,0.5,0,-1.23,203.67,0.04
-155,1.67,676.08,0.01,6.52,0.51,0,-2.32,205.01,0.04
-154,1.67,674.57,0,6.51,0.51,0,-1.03,205.3,0.04
-153,1.67,672.99,0,6.51,0.52,0,0.39,205.06,0.04
-152,1.67,671.35,-0.01,6.51,0.51,0,0.92,203.63,0.04
-151,1.66,669.65,0,6.51,0.51,0,0.09,202.72,0.04
-150,1.66,667.89,0.01,6.5,0.51,0,-2.66,202.22,0.04
-149,1.69,666.06,0.02,6.5,0.52,0,-3.31,204.5,0.03
-148,1.69,664.16,0.01,6.5,0.53,0,-1.58,204.72,0.03
-147,1.7,662.2,0,6.5,0.53,0,-0.57,204.9,0.03
-146,1.7,660.18,0,6.49,0.53,0,0.14,203.87,0.03
-145,1.7,658.09,0,6.49,0.53,0,-0.35,203.16,0.03
-144,1.7,655.94,0,6.49,0.53,0,-1,202.67,0.03
-143,1.7,653.72,0.01,6.48,0.53,0,-1.83,202.67,0.03
-142,1.71,651.43,0.01,6.48,0.54,0,-2.12,203.09,0.02
-141,1.72,649.08,0.01,6.48,0.54,0,-1.38,203.38,0.02
-140,1.72,646.66,0,6.47,0.54,0,-1.18,202.87,0.02
-139,1.73,644.18,0,6.47,0.55,0,-0.94,202.87,0.02
-138,1.73,641.62,0,6.46,0.55,0,-1.08,202.02,0.02
-137,1.74,639,0.01,6.46,0.55,0,-1.44,202.12,0.02
-136,1.74,636.31,0.01,6.46,0.55,0,-1.48,201.64,0.02
-135,1.75,633.55,0.01,6.45,0.56,0,-1.96,201.73,0.02
-134,1.76,630.72,0.01,6.45,0.56,0,-2.25,201.76,0.01
-133,1.77,627.82,0.01,6.44,0.57,0,-2.24,202.12,0.01
-132,1.78,624.86,0.01,6.44,0.57,0,-2.09,202.07,0.01
-131,1.79,621.82,0.01,6.43,0.58,0,-1.61,202.18,0.01
-130,1.79,618.71,0,6.43,0.58,0,-1.06,201.5,0.01
-129,1.79,615.53,0.01,6.42,0.58,0,-1.86,200.9,0
-128,1.8,612.29,0.01,6.42,0.59,0,-2.48,201.09,0
-127,1.81,608.97,0.01,6.41,0.6,0,-2.13,201.16,0
-126,1.82,605.58,0.01,6.41,0.6,0,-1.99,200.86,0
-125,1.83,602.11,0.01,6.4,0.6,0,-2.04,200.7,0
-124,1.84,598.58,0.01,6.39,0.61,0,-1.77,200.38,-0.01
-123,1.85,594.98,0.01,6.39,0.61,0,-2.15,199.83,-0.01
-122,1.86,591.3,0.01,6.38,0.62,0,-2.32,199.89,-0.01
-121,1.87,587.55,0.01,6.38,0.62,0,-2.56,199.47,-0.01
-120,1.88,583.74,0.01,6.37,0.63,0,-3.11,199.73,-0.02
-119,1.89,579.85,0.01,6.36,0.64,0,-2.92,199.88,-0.02
-118,1.91,575.88,0.01,6.36,0.65,0,-2.95,199.83,-0.02
-117,1.92,571.85,0.01,6.35,0.65,0,-2.45,199.92,-0.02
-116,1.93,567.74,0.01,6.34,0.66,0,-2.07,199.21,-0.03
-115,1.94,563.57,0.01,6.33,0.66,0,-2.48,198.77,-0.03
-114,1.95,559.32,0.01,6.33,0.67,0,-3.04,198.46,-0.03
-113,1.97,555,0.02,6.32,0.68,0,-3.58,198.59,-0.04
-112,1.98,550.61,0.02,6.31,0.69,0,-4.04,198.82,-0.04
-111,2.01,546.16,0.02,6.3,0.7,0,-4.2,199.4,-0.04
-110,2.03,541.63,0.02,6.29,0.71,0,-3.75,199.72,-0.05
-109,2.04,537.03,0.01,6.29,0.71,0,-2.92,199.66,-0.05
-108,2.05,532.36,0.01,6.28,0.72,0,-2.47,198.91,-0.05
-107,2.06,527.63,0.01,6.27,0.72,0,-2.81,198.23,-0.06
-106,2.08,522.83,0.02,6.26,0.73,0,-3.38,197.79,-0.06
-105,2.1,517.96,0.02,6.25,0.74,0,-3.74,197.68,-0.06
-104,2.12,513.02,0.02,6.24,0.75,0,-3.55,197.57,-0.07
-103,2.13,508.02,0.01,6.23,0.76,0,-3.09,197.14,-0.07
-102,2.15,502.96,0.02,6.22,0.76,0,-3.42,196.39,-0.07
-101,2.17,497.83,0.02,6.21,0.77,0,-3.98,196.24,-0.08
-100,2.19,492.64,0.02,6.2,0.78,0,-3.93,196.06,-0.08
-99,2.21,487.39,0.02,6.19,0.79,0,-3.57,195.73,-0.08
-98,2.22,482.07,0.02,6.18,0.8,0,-3.45,195.02,-0.09
-97,2.24,476.7,0.02,6.17,0.81,0,-3.96,194.46,-0.09
-96,2.26,471.27,0.02,6.16,0.82,0,-4.25,194.24,-0.1
-95,2.29,465.79,0.03,6.14,0.83,0,-4.56,193.91,-0.1
-94,2.31,460.24,0.03,6.13,0.84,0,-4.84,193.93,-0.11
-93,2.34,454.65,0.03,6.12,0.85,0,-4.82,193.81,-0.11
-92,2.37,449,0.02,6.11,0.86,0,-4.44,193.68,-0.11
-91,2.39,443.3,0.02,6.09,0.87,0,-4.15,193,-0.12
-90,2.42,437.55,0.02,6.08,0.88,0,-4.3,192.41,-0.12
-89,2.44,431.76,0.03,6.07,0.89,0,-4.89,191.8,-0.13
-88,2.47,425.91,0.04,6.05,0.91,0,-5.71,191.77,-0.13
-87,2.51,420.03,0.04,6.04,0.92,0,-6.03,192,-0.14
-86,2.55,414.1,0.04,6.03,0.94,0,-5.84,192.21,-0.15
-85,2.59,408.14,0.04,6.01,0.95,0,-5.69,192.07,-0.15
-84,2.62,402.13,0.03,6,0.96,0,-5.42,191.94,-0.16
-83,2.65,396.09,0.03,5.98,0.98,0,-5.03,191.36,-0.16
-82,2.69,390.02,0.03,5.97,0.99,0,-4.95,190.64,-0.17
-81,2.72,383.91,0.03,5.95,1,0,-5.33,189.83,-0.17
-80,2.75,377.78,0.04,5.93,1.01,0,-5.9,189.44,-0.18
-79,2.8,371.62,0.04,5.92,1.03,0,-6.41,189.17,-0.18
-78,2.84,365.44,0.05,5.9,1.05,0,-6.76,189.22,-0.19
-77,2.89,359.23,0.05,5.88,1.06,0,-6.77,189.21,-0.2
-76,2.94,353,0.05,5.87,1.08,0,-6.62,189.11,-0.2
-75,2.99,346.76,0.05,5.85,1.1,0,-6.44,188.76,-0.21
-74,3.04,340.51,0.05,5.83,1.11,0,-6.8,188.29,-0.22
-73,3.09,334.24,0.06,5.81,1.13,0,-7.57,188.21,-0.23
-72,3.16,327.96,0.07,5.79,1.15,0,-8.11,188.48,-0.23
-71,3.23,321.68,0.07,5.77,1.17,0,-8.35,188.85,-0.24
-70,3.3,315.4,0.07,5.75,1.19,0,-8.31,189.2,-0.25
-69,3.37,309.11,0.07,5.73,1.21,0,-8.17,189.33,-0.26
-68,3.43,302.83,0.07,5.71,1.23,0,-8.56,189.32,-0.27
-67,3.51,296.55,0.08,5.69,1.26,0,-9.15,189.71,-0.28
-66,3.6,290.28,0.09,5.67,1.28,0,-9.68,190.17,-0.29
-65,3.69,284.03,0.1,5.65,1.31,0,-10.11,190.97,-0.3
-64,3.79,277.78,0.1,5.63,1.33,0,-10.18,191.7,-0.31
-63,3.89,271.56,0.1,5.6,1.36,0,-10.19,192.33,-0.32
-62,3.99,265.35,0.1,5.58,1.38,0,-10.25,192.83,-0.33
-61,4.1,259.17,0.11,5.56,1.41,0,-10.31,193.28,-0.34
-60,4.2,253.01,0.11,5.53,1.44,0,-10.58,193.61,-0.35
-59,4.32,246.88,0.12,5.51,1.46,0,-10.91,194.12,-0.36
-58,4.44,240.79,0.12,5.48,1.49,0,-11.11,194.59,-0.37
-57,4.57,234.72,0.13,5.46,1.52,0,-11.14,195.07,-0.38
-56,4.69,228.7,0.13,5.43,1.55,0,-11.23,195.32,-0.39
-55,4.83,222.72,0.13,5.41,1.57,0,-11.26,195.63,-0.4
-54,4.96,216.78,0.14,5.38,1.6,0,-11.23,195.66,-0.41
-53,5.1,210.89,0.14,5.35,1.63,0,-11.35,195.68,-0.43
-52,5.24,205.05,0.15,5.32,1.66,0,-11.65,195.59,-0.44
-51,5.4,199.27,0.16,5.29,1.69,0,-12.05,195.69,-0.45
-50,5.56,193.54,0.17,5.27,1.72,0,-12.33,195.81,-0.46
-49,5.73,187.87,0.17,5.24,1.75,0,-12.4,195.97,-0.47
-48,5.9,182.26,0.18,5.21,1.78,0,-12.38,195.89,-0.49
-47,6.09,176.71,0.18,5.17,1.81,0,-12.39,195.74,-0.5
-46,6.27,171.24,0.19,5.14,1.84,0,-12.63,195.41,-0.51
-45,6.47,165.83,0.2,5.11,1.87,0,-12.9,195.26,-0.52
-44,6.67,160.5,0.21,5.08,1.9,0,-13.19,194.98,-0.54
-43,6.9,155.24,0.23,5.04,1.93,0,-13.42,194.9,-0.55
-42,7.12,150.07,0.23,5.01,1.96,0,-13.55,194.61,-0.56
-41,7.37,144.97,0.25,4.98,2,0,-13.68,194.4,-0.58
-40,7.61,139.96,0.26,4.94,2.03,0,-13.83,193.99,-0.59
-39,7.88,135.04,0.28,4.91,2.06,0,-14.3,193.68,-0.61
-38,8.17,130.2,0.29,4.87,2.1,0,-14.63,193.53,-0.62
-37,8.47,125.46,0.31,4.83,2.14,0,-14.99,193.32,-0.64
-36,8.79,120.81,0.33,4.79,2.17,0,-15.32,193.3,-0.65
-35,9.13,116.26,0.35,4.76,2.21,0,-15.7,193.19,-0.67
-34,9.5,111.81,0.38,4.72,2.25,0,-16.12,193.29,-0.68
-33,9.89,107.46,0.4,4.68,2.29,0,-16.43,193.38,-0.7
-32,10.3,103.22,0.43,4.64,2.33,0,-16.92,193.54,-0.72
-31,10.75,99.08,0.46,4.6,2.37,0,-17.36,193.88,-0.73
-30,11.23,95.05,0.49,4.55,2.42,0,-17.75,194.24,-0.75
-29,11.74,91.13,0.53,4.51,2.46,0,-18.17,194.72,-0.77
-28,12.28,87.33,0.56,4.47,2.51,0,-18.55,195.25,-0.79
-27,12.87,83.63,0.59,4.43,2.55,0.01,-18.74,195.85,-0.81
-26,13.47,80.06,0.62,4.38,2.6,0.01,-18.8,196.3,-0.83
-25,14.11,76.6,0.65,4.34,2.65,0.01,-18.89,196.7,-0.84
-24,14.77,73.27,0.68,4.29,2.69,0.01,-18.93,197.01,-0.86
-23,15.47,70.06,0.71,4.25,2.74,0.01,-18.99,197.25,-0.88
-22,16.2,66.97,0.75,4.2,2.79,0.02,-19.06,197.47,-0.9
-21,16.97,64,0.78,4.16,2.83,0.02,-19.04,197.65,-0.92
-20,17.76,61.17,0.81,4.11,2.88,0.03,-18.94,197.78,-0.94
-19,18.59,58.46,0.84,4.07,2.92,0.03,-18.78,197.83,-0.96
-18,19.45,55.88,0.87,4.02,2.97,0.04,-18.55,197.82,-0.98
-17,20.33,53.44,0.89,3.98,3.01,0.05,-18.28,197.73,-1
-16,21.24,51.12,0.92,3.93,3.06,0.07,-17.98,197.61,-1.01
-15,22.17,48.94,0.95,3.89,3.1,0.09,-17.71,197.48,-1.03
-14,23.13,46.9,0.97,3.85,3.14,0.11,-17.4,197.44,-1.05
-13,24.11,44.99,1,3.81,3.18,0.14,-17.07,197.45,-1.07
-12,25.12,43.22,1.01,3.77,3.22,0.18,-16.65,197.62,-1.08
-11,26.14,41.59,1.03,3.73,3.26,0.22,-16.15,197.86,-1.1
-10,27.17,40.1,1.03,3.69,3.3,0.29,-15.62,198.3,-1.11
-9,28.21,38.74,1.04,3.66,3.34,0.37,-15.06,198.9,-1.13
-8,29.25,37.53,1.04,3.63,3.38,0.48,-14.48,199.8,-1.14
